location,year,category,rank,query
Global,2001,Men,1,Nostradamus
Global,2001,Men,2,Osama bin Laden
Global,2001,Men,3,Eminem
Global,2001,Men,4,Michael Jackson
Global,2001,Men,5,Howard Stern
Global,2001,Women,1,Britney Spears
Global,2001,Women,2,Pamela Anderson
Global,2001,Women,3,Jennifer Lopez
Global,2001,Women,4,Madonna
Global,2001,Women,5,Aaliyah
Global,2002,Athletes,1,David Beckham
Global,2002,Athletes,2,Anna Kournikova
Global,2002,Athletes,3,Ronaldo
Global,2002,Athletes,4,Kobe Bryant
Global,2002,Athletes,5,Zinedine Zidane
Global,2002,Men,1,Eminem
Global,2002,Men,2,Brad Pitt
Global,2002,Men,3,David Beckham
Global,2002,Men,4,Josh Hartnett
Global,2002,Men,5,2Pac
Global,2002,Women,1,Britney Spears
Global,2002,Women,2,Pamela Anderson
Global,2002,Women,3,Jennifer Lopez
Global,2002,Women,4,Shakira
Global,2002,Women,5,Anna Kournikova
France,2002,People,1,Britney Spears
France,2002,People,2,Shakira
France,2002,People,3,Jennifer Lopez
France,2002,People,4,Vanessa Demouy
France,2002,People,5,Alyssa Milano
United Kingdom,2002,Men,1,Gareth Gates
United Kingdom,2002,Men,2,David Beckham
United Kingdom,2002,Men,3,Eminem
United Kingdom,2002,Men,4,Orlando Bloom
United Kingdom,2002,Men,5,Brad Pitt
United Kingdom,2002,People,1,BBC
United Kingdom,2002,People,2,Big Brother
United Kingdom,2002,People,3,EasyJet
United Kingdom,2002,People,4,Britney Spears
United Kingdom,2002,People,5,Ryanair
United Kingdom,2002,Women,1,Britney Spears
United Kingdom,2002,Women,2,Kylie Minogue
United Kingdom,2002,Women,3,Holly Valance
United Kingdom,2002,Women,4,Kelly Brook
United Kingdom,2002,Women,5,Katie Price
Global,2003,People,1,Britney Spears
Global,2003,People,2,Harry Potter
Global,2003,People,3,Matrix
Global,2003,People,4,Shakira
Global,2003,People,5,David Beckham
France,2003,Women,1,Britney Spears
France,2003,Women,2,Lorie
France,2003,Women,3,JLo
France,2003,Women,4,Alyssa Milano
France,2003,Women,5,Christina Aguilera
United Kingdom,2003,People,1,Prince Charles
United Kingdom,2003,People,2,EastEnders
United Kingdom,2003,People,3,Winnie the Pooh
United Kingdom,2003,People,4,Jonny Wilkinson
United Kingdom,2003,People,5,EasyJet
Global,2004,Men,1,Orlando Bloom
Global,2004,Men,2,Eminem
Global,2004,Men,3,Usher
Global,2004,Men,4,Johnny Depp
Global,2004,Men,5,Brad Pitt
Global,2004,People,1,Britney Spears
Global,2004,People,2,Paris Hilton
Global,2004,People,3,Christina Aguilera
Global,2004,People,4,Pamela Anderson
Global,2004,People,5,Chat
Global,2004,Women,1,Britney Spears
Global,2004,Women,2,Paris Hilton
Global,2004,Women,3,Christina Aguilera
Global,2004,Women,4,Pamela Anderson
Global,2004,Women,5,Carmen Electra
Brazil,2008,People,1,Juliana Paes
Brazil,2008,People,2,Juliana Knust
Brazil,2008,People,3,Malu Mader
Brazil,2008,People,4,Dudu Azevedo
Brazil,2008,People,5,Britney Spears
Hong Kong,2008,People,1,陳冠希
Hong Kong,2008,People,2,鍾欣桐
Hong Kong,2008,People,3,Obama
Hong Kong,2008,People,4,張柏芝
Hong Kong,2008,People,5,趙碩之
Philippines,2008,People,1,Charice Pempengco
Philippines,2008,People,2,Arnel Pineda
Philippines,2008,People,3,DJ Montano
Philippines,2008,People,4,Wu Chun
Philippines,2008,People,5,Jonas Brothers
United Kingdom,2008,Global Figures,1,Gordon Brown
United Kingdom,2008,Global Figures,2,David Cameron
United Kingdom,2008,Global Figures,3,Barack Obama
United Kingdom,2008,Global Figures,4,Tony Blair
United Kingdom,2008,Global Figures,5,Sarah Palin
United Kingdom,2008,People,2,BBC
United Kingdom,2008,People,3,YouTube
United Kingdom,2008,People,4,eBay
United Kingdom,2008,People,5,Games
United Kingdom,2009,People,2,Jogos
United Kingdom,2009,People,3,eBay uk
United Kingdom,2009,People,4,Yahoo mail
United Kingdom,2009,People,5,Hotmail
Global,2010,People,1,Justin Bieber
Global,2010,People,2,Katy Perry
Global,2010,People,3,Selena Gomez
Global,2010,People,4,Kim Kardashian
Global,2010,People,5,Eminem
Global,2010,People,1,Chatroulette
Global,2010,People,2,iPad
Global,2010,People,3,Justin Bieber
Global,2010,People,4,Nicki Minaj
Global,2010,People,5,Friv
Philippines,2010,People,1,Jason Ivler
Philippines,2010,People,2,Barbie Forteza
Philippines,2010,People,3,Noynoy Aquino
Philippines,2010,People,4,Justin Bieber
Philippines,2010,People,5,Jang Geun Suk
Global,2011,People,1,Big Meech
Global,2011,People,2,Steve Jobs
Global,2011,People,3,John Dahlback
Global,2011,People,4,Nicki Minaj
Global,2011,People,5,Rihanna
Argentina,2011,People,2,Wachiturros
Argentina,2011,People,3,Padrones
Argentina,2011,People,4,Gran Hermano
Argentina,2011,People,5,Dónde Voto
Argentina,2011,People,1,Franco De Vita
Argentina,2011,People,2,Cintia Fernández
Argentina,2011,People,3,Justin Bieber
Argentina,2011,People,4,Facundo Cabral
Argentina,2011,People,5,Amy Winehouse
Australia,2011,People,1,iPhone 5
Australia,2011,People,2,Minecraft
Australia,2011,People,3,Cyclone Yasi
Australia,2011,People,4,Planking
Australia,2011,People,5,Adele
Australia,2011,People,1,Adele
Australia,2011,People,2,Rebecca Black
Australia,2011,People,3,Amy Winehouse
Australia,2011,People,4,Steve Jobs
Australia,2011,People,5,Marco Simoncelli
Austria,2011,People,1,2012
Austria,2011,People,2,iPhone 5
Austria,2011,People,3,Song Contest 2011
Austria,2011,People,4,Samsung Galaxy S2
Austria,2011,People,5,Google+
Austria,2011,People,1,Amy Winehouse
Austria,2011,People,2,Alexandra Stan
Austria,2011,People,3,Gaddafi
Austria,2011,People,4,Steve Jobs
Austria,2011,People,5,Andreas Gabalier
Belgium,2011,People,1,Scarlett Johansson Phone
Belgium,2011,People,2,Kim Kardashian Wedding
Belgium,2011,People,3,Barbara Berlusconi
Belgium,2011,People,4,J. Cole
Belgium,2011,People,5,Kim Kardashian Twitter
Belgium,2011,People,1,iPhone 5
Belgium,2011,People,2,Pukkelpop 2011
Belgium,2011,People,3,Idool
Belgium,2011,People,4,www.Ryanair.Be
Belgium,2011,People,5,Fb
Belgium,2011,People,1,Pippa Middleton
Belgium,2011,People,2,Wouter Weylandt
Belgium,2011,People,3,Dsk
Belgium,2011,People,4,Adele
Belgium,2011,People,5,Amy Winehouse
Brazil,2011,People,2,Bbb11
Brazil,2011,People,3,Ddtank
Brazil,2011,People,4,Rebelde
Brazil,2011,People,5,Insensato Coração
Brazil,2011,People,1,Paula Fernandes
Brazil,2011,People,2,Bruno Mars
Brazil,2011,People,3,Gustavo Lima
Brazil,2011,People,4,Bruna Surfistinha
Brazil,2011,People,5,Katy Perry
Canada,2011,People,1,www.census2011.gc.ca
Canada,2011,People,2,Skyrim
Canada,2011,People,3,Canada Post Strike
Canada,2011,People,4,Rebecca Black
Canada,2011,People,5,Ryan Dunn
Canada,2011,People,1,Rebecca Black
Canada,2011,People,2,Pippa Middleton
Canada,2011,People,3,Ryan Dunn
Canada,2011,People,4,Jack Layton
Canada,2011,People,5,Casey Anthony
Chile,2011,People,1,Copa America
Chile,2011,People,2,Angry Birds
Chile,2011,People,3,Wachiturros
Chile,2011,People,4,Friv Juegos
Chile,2011,People,5,Porlaputa
Chile,2011,People,1,Felipe Camiroaga
Chile,2011,People,2,Roberto Bruce
Chile,2011,People,3,Amy Winehouse
Chile,2011,People,4,Dominique Gallego
Chile,2011,People,5,Fernanda Hansen
China,2011,People,1,杨幂
China,2011,People,2,乔布斯
China,2011,People,3,郭美美
China,2011,People,4,卡扎菲
China,2011,People,5,姚晨
Colombia,2011,People,1,Juegos
Colombia,2011,People,3,Mundial Sub 20
Colombia,2011,People,4,Mercado Libre
Colombia,2011,People,5,Hotmail
Colombia,2011,People,1,Joe Arroyo
Colombia,2011,People,2,Amy Winehouse
Colombia,2011,People,3,Selena Gomez
Colombia,2011,People,4,Messi
Colombia,2011,People,5,James Rodriguez
Czechia,2011,People,1,Sčítání lidu
Czechia,2011,People,2,Partička
Czechia,2011,People,3,Expozitura
Czechia,2011,People,4,iPhone 5
Czechia,2011,People,5,Adele
Czechia,2011,People,1,Adele
Czechia,2011,People,2,Amy Winehouse
Czechia,2011,People,3,Steve Jobs
Czechia,2011,People,4,Dominika myslivcová
Czechia,2011,People,5,Bruno Mars
Denmark,2011,People,1,Adele
Denmark,2011,People,2,Linse Kessler
Denmark,2011,People,3,Malou Stella
Denmark,2011,People,4,Charlie Sheen
Denmark,2011,People,5,Osama Bin Laden
Egypt,2011,People,1,مبارك
Egypt,2011,People,2,وائل غنيم
Egypt,2011,People,3,هشام الجخ
Egypt,2011,People,4,عصام شرف
Egypt,2011,People,5,تامر عاشور
Finland,2011,People,1,Munamies
Finland,2011,People,2,Iina Kuustonen
Finland,2011,People,3,Saana Uimonen
Finland,2011,People,4,Saana Parviainen
Finland,2011,People,5,Mikael Granlund
France,2011,People,1,Dsk
France,2011,People,2,Alexandra Stan
France,2011,People,3,Pippa Middleton
France,2011,People,4,Amy Winehouse
France,2011,People,5,Ayem
Germany,2011,People,1,Minecraft
Germany,2011,People,2,Ehec
Germany,2011,People,3,iPhone 5
Germany,2011,People,4,Samsung Galaxy S2
Germany,2011,People,5,Dsds 2011
Hong Kong,2011,People,1,潘霜霜
Hong Kong,2011,People,2,Amy Winehouse
Hong Kong,2011,People,3,Steve Jobs
Hong Kong,2011,People,4,江澤民
Hong Kong,2011,People,5,陳嘉桓
Hungary,2011,People,1,Seherezádé
Hungary,2011,People,2,Adele
Hungary,2011,People,3,Alekosz
Hungary,2011,People,4,Steve Jobs
Hungary,2011,People,5,Amy Winehouse
India,2011,People,2,IBPS
India,2011,People,3,Google+
India,2011,People,5,Bodyguard
India,2011,People,1,Anna Hazare
India,2011,People,2,Poonam Pandey
India,2011,People,3,Steve Jobs
India,2011,People,4,Anushka Sharma
India,2011,People,5,Salman Khan
Ireland,2011,People,1,Pippa Middleton
Ireland,2011,People,2,Imogen Thomas
Ireland,2011,People,3,Jessie J
Ireland,2011,People,4,Steve Jobs
Ireland,2011,People,5,Kate Middleton
Israel,2011,People,1,גלעד שליט
Israel,2011,People,2,עומר אדם
Israel,2011,People,3,אייל גולן
Israel,2011,People,4,סלנה גומז
Israel,2011,People,5,ג'סטין ביבר
Italy,2011,People,1,Marco Simoncelli
Italy,2011,People,2,Lamberto Sposini
Italy,2011,People,3,Gheddafi
Italy,2011,People,4,Amy Winehouse
Italy,2011,People,5,Nicole Minetti
Malaysia,2011,People,3,Maharaja Lawak
Malaysia,2011,People,4,iPhone 5
Malaysia,2011,People,5,Samsung Galaxy
Malaysia,2011,People,1,Bruno Mars
Malaysia,2011,People,2,Hana Tajima
Malaysia,2011,People,3,Cikgu Shida
Malaysia,2011,People,4,Avril Lavigne
Malaysia,2011,People,5,Anwar Ibrahim
Mexico,2011,People,1,Kim Kardashian
Mexico,2011,People,2,Zac Efron
Mexico,2011,People,3,Khloe Kardashian
Mexico,2011,People,4,Rob Kardashian
Mexico,2011,People,5,Barbra Streisand
Mexico,2011,People,1,Adelle
Mexico,2011,People,2,Kalimba
Mexico,2011,People,3,Amy Winehouse
Mexico,2011,People,4,Charlie Sheen
Mexico,2011,People,5,Gloria Trevi
Netherlands,2011,People,1,Britt Dekker
Netherlands,2011,People,2,Ryan Dunn
Netherlands,2011,People,3,Adele
Netherlands,2011,People,4,Pippa Middleton
Netherlands,2011,People,5,Amy Winehouse
New Zealand,2011,People,2,Japan Earthquake
New Zealand,2011,People,3,iPhone 5
New Zealand,2011,People,4,Pippa Middleton
New Zealand,2011,People,5,Adele
New Zealand,2011,People,1,Pippa Middleton
New Zealand,2011,People,2,Adele
New Zealand,2011,People,3,Amy Winehouse
New Zealand,2011,People,4,Steven Tyler
New Zealand,2011,People,5,Ken Ring
Norway,2011,People,1,Anders Behring Breivik
Norway,2011,People,2,Rebecca Black
Norway,2011,People,3,Chris Medina
Norway,2011,People,4,Adele
Norway,2011,People,5,Jarle Bernhoft
Peru,2011,People,2,Copa America
Peru,2011,People,3,Es Un Secreto
Peru,2011,People,4,Yo Te Esperare
Peru,2011,People,5,Friv
Peru,2011,People,1,Ciro Castillo
Peru,2011,People,2,Ppk
Peru,2011,People,3,Leslie Shaw
Peru,2011,People,4,Amy Winehouse
Peru,2011,People,5,Selena Gomez
Philippines,2011,People,1,Angry Birds
Philippines,2011,People,3,Price Tag Lyrics
Philippines,2011,People,4,Friv
Philippines,2011,People,5,Movies 2011
Philippines,2011,People,1,Aj Perez
Philippines,2011,People,2,Mario Maurer
Philippines,2011,People,3,Bruno Mars
Philippines,2011,People,4,Rebecca Black
Philippines,2011,People,5,Shamcey Supsup
Poland,2011,People,1,Adele
Poland,2011,People,2,Amy Winehouse
Poland,2011,People,3,Maja Sablewska
Poland,2011,People,4,Kate Middleton
Poland,2011,People,5,Andrzej Lepper
Portugal,2011,People,1,Adele
Portugal,2011,People,2,Angélico Vieira
Portugal,2011,People,3,Carlos Castro
Portugal,2011,People,4,Renato Seabra
Portugal,2011,People,5,Sónia Frazao
Romania,2011,People,1,Amy Winehouse
Romania,2011,People,2,Oana Zavoranu
Romania,2011,People,3,Daniela Crudu
Romania,2011,People,4,Selena Gomez
Romania,2011,People,5,Florin Salam
Serbia,2011,People,1,Ratko Mladic
Serbia,2011,People,2,Amy Winehouse
Serbia,2011,People,3,Novak Djokovic
Serbia,2011,People,4,Natasa Bekvalac
Serbia,2011,People,5,Nikola Tesla
Singapore,2011,People,1,Groupon
Singapore,2011,People,2,iPad2
Singapore,2011,People,3,iPhone 5
Singapore,2011,People,4,Japan Earthquake
Singapore,2011,People,5,Planking
Slovakia,2011,People,1,Pavol Demitra
Slovakia,2011,People,2,Amy Winehouse
Slovakia,2011,People,3,Bruno Mars
Slovakia,2011,People,4,Louis Vuitton
Slovakia,2011,People,5,Nicole Scherzinger
South Africa,2011,People,5,Amy Winehouse
South Africa,2011,People,1,Amy Winehouse
South Africa,2011,People,2,Adele
South Africa,2011,People,3,Gaddafi
South Africa,2011,People,4,Steve Jobs
South Africa,2011,People,5,Darren Scott
South Korea,2011,People,1,임재범
South Korea,2011,People,2,송지선
South Korea,2011,People,3,오인혜
South Korea,2011,People,4,박정현
South Korea,2011,People,5,지나
Spain,2011,People,1,Gadafi
Spain,2011,People,2,Pablo Alboran
Spain,2011,People,3,Amy Winehouse
Spain,2011,People,4,Jennifer López
Spain,2011,People,5,Paula Echevarría
Sweden,2011,People,1,Eric Saade
Sweden,2011,People,2,Veronica Maggio
Sweden,2011,People,3,Anders Behring Breivik
Sweden,2011,People,4,Amanda Schulman
Sweden,2011,People,5,Justin Bieber
Switzerland,2011,People,1,Dsds
Switzerland,2011,People,2,Sbb Fahrplan
Switzerland,2011,People,3,Dsk
Switzerland,2011,People,4,iPhone 5
Switzerland,2011,People,5,Battlefield 3
Switzerland,2011,People,1,Dsk
Switzerland,2011,People,2,Amy Winehouse
Switzerland,2011,People,3,Steve Jobs
Switzerland,2011,People,4,Adele
Switzerland,2011,People,5,Kate Middleton
Taiwan,2011,People,1,昆凌
Taiwan,2011,People,2,邱心儀
Taiwan,2011,People,3,小丑 哈利
Taiwan,2011,People,4,沈佳儀
Taiwan,2011,People,5,鄧福如
Thailand,2011,People,2,Friv
Thailand,2011,People,3,คน อวด ผี
Thailand,2011,People,4,คันหู
Thailand,2011,People,5,หน่วง
Turkey,2011,People,1,Defne Joy Foster
Turkey,2011,People,2,Aref
Turkey,2011,People,3,Kıvırcık Ali
Turkey,2011,People,4,Ebru Gündeş
Turkey,2011,People,5,Selena Gomez
United Kingdom,2011,People,1,Ryan Dunn
United Kingdom,2011,People,2,Adele
United Kingdom,2011,People,3,Rebecca Black
United Kingdom,2011,People,4,Ed Sheeran
United Kingdom,2011,People,5,Amy Winehouse
United Kingdom,2011,People,1,Royal Wedding
United Kingdom,2011,People,2,iPhone 5
United Kingdom,2011,People,3,Fifa 12
United Kingdom,2011,People,4,Groupon
United Kingdom,2011,People,5,iPad 2
United States,2011,People,1,Rebecca Black
United States,2011,People,2,Google Plus
United States,2011,People,3,Hurricane Irene
United States,2011,People,4,Pinterest
United States,2011,People,5,Ryan Dunn
Global,2012,Athletes,1,Jeremy Lin
Global,2012,Athletes,2,Michael Phelps
Global,2012,Athletes,3,Peyton Manning
Global,2012,Athletes,4,McKayla Maroney
Global,2012,Athletes,5,Junior Seau
Global,2012,People,1,Whitney Houston
Global,2012,People,2,Kate Middleton
Global,2012,People,3,Amanda Todd
Global,2012,People,4,Michael Clarke Duncan
Global,2012,People,5,One Direction
Global,2012,People,1,Whitney Houston
Global,2012,People,2,Michael Clarke Duncan
Global,2012,People,3,One Direction
Global,2012,People,4,Donna Summer
Global,2012,People,5,Lana Del Rey
Global,2012,People,1,Whitney Houston
Global,2012,People,2,Gangnam Style
Global,2012,People,3,Hurricane Sandy
Global,2012,People,4,iPad 3
Global,2012,People,5,Diablo 3
Argentina,2012,People,1,Maravilla Martinez
Argentina,2012,People,2,Whitney Houston
Argentina,2012,People,3,Charlotte Caniggia
Argentina,2012,People,4,Adele
Argentina,2012,People,5,Spinetta
Argentina,2012,People,1,Sube
Argentina,2012,People,2,Kizi
Argentina,2012,People,3,YouTube music
Argentina,2012,People,4,Servicio Meteorológico
Argentina,2012,People,5,Gran Hermano 2012
Australia,2012,People,1,Whitney Houston
Australia,2012,People,2,Kate Middleton
Australia,2012,People,3,Morgan Freeman
Australia,2012,People,4,John Mccarthy
Australia,2012,People,5,Usain Bolt
Australia,2012,People,1,Gangnam Style
Australia,2012,People,2,The Voice
Australia,2012,People,3,One Direction
Australia,2012,People,4,Whitney Houston
Australia,2012,People,5,Olympics
Austria,2012,People,1,Felix Baumgartner
Austria,2012,People,2,Dirk Bach
Austria,2012,People,3,Whitney Houston
Austria,2012,People,4,Kate Middleton
Austria,2012,People,5,Adam Sandler
Austria,2012,People,1,Felix Baumgartner
Austria,2012,People,2,Dirk Bach
Austria,2012,People,3,Red Bull Stratos
Austria,2012,People,4,ACTA
Austria,2012,People,5,Samsung Galaxy S3
Belgium,2012,People,1,Whitney Houston
Belgium,2012,People,2,Kate Middleton
Belgium,2012,People,3,Felix Baumgartner
Belgium,2012,People,4,Michel Telo
Belgium,2012,People,5,Amanda Todd
Belgium,2012,People,1,Belfius
Belgium,2012,People,2,Euro 2012
Belgium,2012,People,3,Zalando
Belgium,2012,People,4,Twoo
Belgium,2012,People,5,Verkiezingen 2012
Brazil,2012,People,1,Face
Brazil,2012,People,2,BBB12
Brazil,2012,People,3,Ask
Brazil,2012,People,4,Avenida Brasil
Brazil,2012,People,5,Zerg Rush
Canada,2012,People,1,Whitney Houston
Canada,2012,People,2,Jeremy Lin
Canada,2012,People,3,Michael Clarke Duncan
Canada,2012,People,4,Morgan Freeman
Canada,2012,People,5,Felix Baumgartner
Canada,2012,People,1,Pinterest
Canada,2012,People,2,Hurricane Sandy
Canada,2012,People,3,Olympics
Canada,2012,People,4,Diablo 3
Canada,2012,People,5,Gangnam Style
Chile,2012,People,1,Servel
Chile,2012,People,2,Juegosfriv
Chile,2012,People,3,Jaidefinichon
Chile,2012,People,4,Mundos Opuestos
Chile,2012,People,5,Hongos Tibetanos
China,2012,People,1,林书豪
China,2012,People,2,林丹
China,2012,People,3,莫言
China,2012,People,4,刘恺威
China,2012,People,5,孙杨
China,2012,People,1,中国好声音
China,2012,People,2,伦敦奥运会
China,2012,People,3,江南 Style
China,2012,People,4,甄嬛传
China,2012,People,5,钓鱼岛
Colombia,2012,People,1,Mariana Pajón
Colombia,2012,People,2,Elianis Garrido
Colombia,2012,People,3,Pablo Escobar
Colombia,2012,People,4,Whitney Houston
Colombia,2012,People,5,Adele
Colombia,2012,People,1,Claro
Colombia,2012,People,2,Lan
Colombia,2012,People,3,Kizi
Colombia,2012,People,4,Transformice
Colombia,2012,People,5,Mariana Pajón
Czechia,2012,People,1,Whitney Houston
Czechia,2012,People,2,David Rath
Czechia,2012,People,3,Felix Baumgartner
Czechia,2012,People,4,Michael Clarke Duncan
Czechia,2012,People,5,Adele
Czechia,2012,People,1,Hotel Paradise
Czechia,2012,People,2,Farma
Czechia,2012,People,3,Diablo 3
Czechia,2012,People,4,ČT4
Czechia,2012,People,5,Hlas Česko Slovenska
Denmark,2012,People,1,Felix Baumgartner
Denmark,2012,People,2,Whitney Houston
Denmark,2012,People,3,Amanda Todd
Denmark,2012,People,4,Lukas Graham
Denmark,2012,People,5,Kate Middleton
Denmark,2012,Global Figures,1,Annette Vilhelmsen
Denmark,2012,Global Figures,2,Pernille Skipper
Denmark,2012,Global Figures,3,Lisbeth Bech Poulsen
Denmark,2012,Global Figures,4,Astrid Krag
Denmark,2012,Global Figures,5,Trine Bramsen
Denmark,2012,People,1,Netflix
Denmark,2012,People,2,Ekstrabladet Skole
Denmark,2012,People,3,Moviestarplanet
Denmark,2012,People,4,Diablo 3
Denmark,2012,People,5,Wordfeud
Egypt,2012,People,1,توفيق عكاشة
Egypt,2012,People,2,خيرت الشاطر
Egypt,2012,People,3,البابا شنودة الثالث
Egypt,2012,People,4,هشام قنديل
Egypt,2012,People,5,فيليكس بومجارتنر
Egypt,2012,Global Figures,1,نادر بكار
Egypt,2012,Global Figures,2,سعد الكتاتني
Egypt,2012,Global Figures,3,محمد أبو حامد
Egypt,2012,Global Figures,4,معتز عبدالفتاح
Egypt,2012,Global Figures,5,محمد مرسي
Egypt,2012,People,1,أحداث بورسعيد
Egypt,2012,People,2,اللجنة العليا للإنتخابات
Egypt,2012,People,3,تنسيق الجامعات ٢٠١٢
Egypt,2012,People,4,ميدان التحرير
Egypt,2012,People,5,حزب النور
Finland,2012,People,1,Pekka Haavisto
Finland,2012,People,2,Sauli Niinistö
Finland,2012,People,3,Jussi Parviainen
Finland,2012,People,4,Whitney Houston
Finland,2012,People,5,Floor Jansen
Finland,2012,People,1,Ilta Sanomat
Finland,2012,People,2,Jokakoti
Finland,2012,People,3,Vaalikone
Finland,2012,People,4,Moviestarplanet
Finland,2012,People,5,Zalando
France,2012,People,1,Whitney Houston
France,2012,People,2,Jean Luc Delarue
France,2012,People,3,François Hollande
France,2012,People,4,Anonymous
France,2012,People,5,Thierry Roland
Ghana,2012,People,1,Whitney Houston
Ghana,2012,People,2,Eddie Murphy
Ghana,2012,People,3,Atta Mills
Ghana,2012,People,4,Usain Bolt
Ghana,2012,People,5,Ronaldinho
Ghana,2012,People,1,Loving You
Ghana,2012,People,3,Whitney Houston
Ghana,2012,People,4,Tubidy
Ghana,2012,People,5,Whatsapp
Hong Kong,2012,People,1,PSY
Hong Kong,2012,People,2,Jeremy Lin
Hong Kong,2012,People,3,李宗瑞
Hong Kong,2012,People,4,Whitney Houston
Hong Kong,2012,People,5,薄熙來
Hungary,2012,People,1,VV Vera
Hungary,2012,People,2,Felix Baumgartner
Hungary,2012,People,3,Jakabos Zsuzsanna
Hungary,2012,People,4,Csobot Adél
Hungary,2012,People,5,Gyurta Dániel
Hungary,2012,People,1,Való Világ 5
Hungary,2012,People,2,Olimpia 2012
Hungary,2012,People,3,Megasztár
Hungary,2012,People,4,Bérkalkulátor 2012
Hungary,2012,People,5,Éden Hotel 2
India,2012,People,1,Sunny Leone
India,2012,People,2,Rajesh Khanna
India,2012,People,3,Poonam Pandey
India,2012,People,4,Alia Bhatt
India,2012,People,5,Nirmal Baba
India,2012,People,1,IBPS
India,2012,People,2,Gate Exams
India,2012,People,3,Sunny Leone
India,2012,People,4,Ek Tha Tiger
India,2012,People,5,Rowdy Rathore
Indonesia,2012,People,1,Gangnam Style
Indonesia,2012,People,2,Noah
Indonesia,2012,People,3,Tomcat
Indonesia,2012,People,4,Coboy Junior
Indonesia,2012,People,5,Jokowi
Ireland,2012,Athletes,1,Ryan Lochte
Ireland,2012,Athletes,2,Bradley Wiggins
Ireland,2012,Athletes,3,David Rudisha
Ireland,2012,Athletes,4,Mark Mchugh
Ireland,2012,Athletes,5,Mo Farah
Ireland,2012,People,1,Craig Doyle
Ireland,2012,People,2,Michael Fassbender
Ireland,2012,People,3,Liam Neeson
Ireland,2012,People,4,Ciaran Hinds
Ireland,2012,People,5,Daniel Day Lewis
Ireland,2012,People,1,Katie Taylor
Ireland,2012,People,2,Kate Middleton
Ireland,2012,People,3,April Jones
Ireland,2012,People,4,Whitney Houston
Ireland,2012,People,5,Jill Meagher
Ireland,2012,People,1,Euro 2012
Ireland,2012,People,2,Katie Taylor
Ireland,2012,People,3,Kate Middleton
Ireland,2012,People,4,Netflix
Ireland,2012,People,5,April Jones
Israel,2012,People,1,אביבית בר זוהר
Israel,2012,People,2,קותי סבג
Israel,2012,People,3,ברי סימון
Israel,2012,People,4,נטלי דדון
Israel,2012,People,5,יאנה יוסף
Israel,2012,Global Figures,1,כרמל שאמה הכהן
Israel,2012,Global Figures,2,שי חרמש
Israel,2012,Global Figures,3,שלמה מעוז
Israel,2012,Global Figures,4,אנסטסיה מיכאלי
Israel,2012,Global Figures,5,מיקי רוזנטל
Israel,2012,People,1,גולן טלקום
Israel,2012,People,2,הפרויקט של רביבו
Israel,2012,People,3,שביתה
Israel,2012,People,4,אינסטגרם
Israel,2012,People,5,וויטני יוסטון
Italy,2012,People,1,Lucio Dalla
Italy,2012,People,2,Sara Tommasi
Italy,2012,People,3,Whitney Houston
Italy,2012,People,4,Piermario Morosini
Italy,2012,People,5,Felix Baumgartner
Italy,2012,People,1,Terremoto
Italy,2012,People,2,INGV
Italy,2012,People,3,Lucio Dalla
Italy,2012,People,4,Zalando
Italy,2012,People,5,Costa Concordia
Kenya,2012,People,1,Whitney Houston
Kenya,2012,People,2,Njenga Karume
Kenya,2012,People,3,Miguna Miguna
Kenya,2012,People,4,John Michuki
Kenya,2012,People,5,Nancy Baraza
Kenya,2012,People,1,IEBC
Kenya,2012,People,3,Whitney Houston
Kenya,2012,People,4,Tubidy
Kenya,2012,People,5,Euro 2012
Malaysia,2012,People,1,Whitney Houston
Malaysia,2012,People,2,Jeremy Lin
Malaysia,2012,People,3,Shila Amzah
Malaysia,2012,People,4,Izwan Pilus
Malaysia,2012,People,5,Uncle Seekers
Malaysia,2012,People,1,SAPS
Malaysia,2012,People,2,Gangnam Style
Malaysia,2012,People,3,9GAG
Malaysia,2012,People,4,Proton Preve
Malaysia,2012,People,5,Zalora
Mexico,2012,People,1,Julia Orayen
Mexico,2012,People,2,Enrique Peña Nieto
Mexico,2012,People,3,Andres Manuel López Obrador
Mexico,2012,People,4,Josefina Vázquez Mota
Mexico,2012,People,5,Adele
Mexico,2012,People,1,IFE
Mexico,2012,People,2,Facebook español
Mexico,2012,People,3,Angry Birds
Mexico,2012,People,4,PicMonkey
Mexico,2012,People,5,Netflix
Netherlands,2012,People,1,Friso
Netherlands,2012,People,2,Kate Middleton
Netherlands,2012,People,3,Whitney Houston
Netherlands,2012,People,4,Badr Hari
Netherlands,2012,People,5,Estelle Gullit
Netherlands,2012,People,1,Stemwijzer
Netherlands,2012,People,2,EK 2012
Netherlands,2012,People,3,Friso
Netherlands,2012,People,4,Boer Zoekt Vrouw
Netherlands,2012,People,5,Elfstedentocht
New Zealand,2012,People,1,Whitney Houston
New Zealand,2012,People,2,Reece Mastin
New Zealand,2012,People,3,Morgan Freeman
New Zealand,2012,People,4,Usain Bolt
New Zealand,2012,People,5,Michael Clarke Duncan
New Zealand,2012,People,1,Olympics
New Zealand,2012,People,2,Volvo Ocean Race
New Zealand,2012,People,3,One Direction
New Zealand,2012,People,4,Kizi
New Zealand,2012,People,5,Whitney Houston
Nigeria,2012,People,1,Whitney Houston
Nigeria,2012,People,2,Victor Moses
Nigeria,2012,People,3,Ronaldinho
Nigeria,2012,People,4,Van Persie
